id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
38391744,荣誉学生,"★ 勒卡雷间谍小说巅峰作品之一，获1977年英国推理作家协会金匕首奖
★ 爱情、谋杀、毒品，东南亚暗潮涌动；当史迈利与卡拉的对决进入白热化，暴露的是赤裸的人性欲望、两难的道德困境、暧昧的善恶定义……以及一个非黑非白的间谍世界。
-------------------------------------------------------------------------------------------------------------------
勒卡雷久负盛名的“史迈利三部曲”第二部：在揪出了潜伏在英国情报组织中的双面间谍后，乔治·史迈利临危受命，一边重建“圆场”，一边试图在东南亚开展一次反击行动。史迈利抽丝剥茧，循线得知敌方情报头子卡拉在东方进行神秘勾当，即刻派出他的“荣誉学生”杰里·韦斯特比前往亚洲完成特别任务。杰里表面上是个风流成性的记者，实则是一名兼职特工。他巧妙地潜入一个被战争撕裂的世界，在那里，忠诚乃至生命都可以被买卖。",https://dou.img.lithub.cc/book/38391744.jpg,2026-8,https://book.douban.com/subject/38391744/,0,,,,,2026-09-12 09:30:24,[英] 约翰·勒卡雷 / 2026 / 上海译文出版社
