id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
38574014,PRIMA,,https://dou.img.lithub.cc/music/38574014.jpg,2026-09-04,https://music.douban.com/subject/38574014/,0,流行,,,,2026-09-12 09:31:17,ADÉLA / 2026
